,titles,images,ratings,prices
155,"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QD00",https://m.media-amazon.com/images/I/41omwbQ1b4L._AC_UY218_.jpg,3.9 out of 5 stars,"₹49,100"
156,"FUTOPIA ULTIMUS PRO [2024] Intel Celeron Dual Core Upto 2.8 Ghz 4GB RAM 128 GB eMMC Expandable Upto 512 GB, 14.1"" HD Display Intel HD Graphics Win 11 Home 1.30 Kg Thin & Light Laptop Space Grey",https://m.media-amazon.com/images/I/61h1LGGEwDL._AC_UY218_.jpg,3.3 out of 5 stars,"₹12,990"
157,"HP Victus Windows 11 Home Gaming Laptop,Amd Ryzen 7 7840Hs Ai Powered,6Gb Rtx 3050 Gpu,16.1-Inch (40.9 Cm),95W Tgp,Fhd,IPS,144Hz,16Gb Ddr5,1Tb Ssd,Rgb Backlit Kb,B&O (Mso,Blue,2.29 Kg),S0089Ax",https://m.media-amazon.com/images/I/71tPF+NIiuL._AC_UY218_.jpg,4.3 out of 5 stars,"₹84,490"
158,"HP 247 G8 Laptop (R3-5300U/ 14 inches /8GB RAM DDR4 /512 GB SSD/Windows 11 Home) One Year Warranty, 600A9PA",https://m.media-amazon.com/images/I/61bBMnLhNOL._AC_UY218_.jpg,No Rating,"₹27,490"
159,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,4.0 out of 5 stars,"₹27,990"
160,"Acer Aspire 3 Intel Core i3-N305 Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/Intel Graphics/Win11 Home/38Wh) A324-31, Steel Gray, 1.45KG",https://m.media-amazon.com/images/I/71TInaELMxL._AC_UY218_.jpg,No Rating,"₹27,990"
161,Lenovo V15 AMD Ryzen 5 7520U Laptop (8GB DDR5 RAM/ 512GB M.2 SSD PCIe NVMe/Windows-11/MS-Office/Arctic Grey/1.56Kgs) 1 Year Brand Warranty,https://m.media-amazon.com/images/I/51EuJs4AGpL._AC_UY218_.jpg,3.3 out of 5 stars,"₹33,990"
162,"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Arctic Grey/1.37Kg), 83EQ0044IN",https://m.media-amazon.com/images/I/61tq-7Ah-oL._AC_UY218_.jpg,3.9 out of 5 stars,"₹52,490"
163,"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon Graphics, FPR, 720p HD Camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU",https://m.media-amazon.com/images/I/71kJTpGelNL._AC_UY218_.jpg,4.0 out of 5 stars,"₹59,990"
164,"Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,Flipped 360 Degree, Windows 11,Intel Core i3-1215U 12th gen, 46.2Wh, 12 GB RAM LPDDR4 512 GB SSD Expandable Upto 1 TB, Backlit Keyboard",https://m.media-amazon.com/images/I/61mBXtH1v8L._AC_UY218_.jpg,3.9 out of 5 stars,"₹37,990"
165,"Chuwi CoreBook X i5 14"" Laptop, 16GB RAM 512GB SSD, Windows 11, Intel Core i5-1035G1, WiFi 6, USB3.2, Backlit Keyboard, Webcam, Bluetooth 5.2, HDMI Port, 46.2 Wh, 1.4kg (Gray)",https://m.media-amazon.com/images/I/51VLR8NL9vL._AC_UY218_.jpg,3.9 out of 5 stars,"₹24,990"
166,JioBook 11 Android 4G Laptop (Mediatek 8788 Octa-core 2 GHz/ARM Mali G72 MP3 @800 MHz/29.5cms 60 Hz/Thin and Light Laptop/ 4 GB LPDDR4/ 64 GB eMMC/JioOS/Dual Band Wi-Fi/Blue/ 990 GMS)/Office Included,https://m.media-amazon.com/images/I/61IDcxw27+L._AC_UY218_.jpg,3.2 out of 5 stars,"₹15,599"
167,"ASUS Vivobook Go 14 Ryzen 7 Octa Ryzen 5 7520U (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK541WS Laptop (14 inch, Silver, with MS Office)",https://m.media-amazon.com/images/I/31cSjXFIDUL._AC_UY218_.jpg,4.2 out of 5 stars,"₹39,990"
168,"Apple 2024 MacBook Air 13″ Laptop with M3 chip: 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Midnight",https://m.media-amazon.com/images/I/71-D1xCuVwL._AC_UY218_.jpg,4.3 out of 5 stars,"₹1,47,990"
169,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor/16GB/1TB SSD/15.6"" (39.62cm) FHD Display/Backlit Keyboard/Platinum Silver/Win 11 + MSO'21/15 Month McAfee/Thin & Light- 1.66kg",https://m.media-amazon.com/images/I/61+dcb4C8zL._AC_UY218_.jpg,3.8 out of 5 stars,"₹59,849"
170,"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 3050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZC-RP587WS",https://m.media-amazon.com/images/I/71XrYrjq1oL._AC_UY218_.jpg,No Rating,"₹59,990"
171,"Lenovo ThinkBook 15 G3 ACL 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 Octa-core (8 Core) 1.80 GHz - 16 GB RAM - 512 GB SSD - Mineral Gray",https://m.media-amazon.com/images/I/51UTZY3Py3L._AC_UY218_.jpg,4.7 out of 5 stars,"₹47,990"
172,"ASUS Vivobook Go 14 (2023) Thin & Light Laptop,AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, (8GB RAM/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS",https://m.media-amazon.com/images/I/71yltn9Al4L._AC_UY218_.jpg,3.9 out of 5 stars,"₹35,619"
173,"ASUS TUF Gaming F17 (2022) Intel Core i5-12500H Gaming Laptop,17.3""(43.94 cms) FHD 144Hz, RTX 3050 4GB GPU, (16GB RAM /512GB SSD/90WHr Battery/Windows 11/Gray/2.6 Kg), FX707ZC4-HX067W",https://m.media-amazon.com/images/I/81C3QEfEFBL._AC_UY218_.jpg,3.5 out of 5 stars,"₹64,990"
174,"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA0J6IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,3.7 out of 5 stars,"₹57,990"
175,"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 8GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg",https://m.media-amazon.com/images/I/61mIyqErSnL._AC_UY218_.jpg,3.6 out of 5 stars,"₹50,926"
176,"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon Graphics, FPR, 720p HD Camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU",https://m.media-amazon.com/images/I/71kJTpGelNL._AC_UY218_.jpg,4.0 out of 5 stars,"₹59,990"
177,"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/61keRkmSGBL._AC_UY218_.jpg,3.9 out of 5 stars,"₹28,990"
178,"Lenovo Legion Pro 5 Intel Core i9-14900HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg), 83DF003PIN",https://m.media-amazon.com/images/I/81wX4WFWlCL._AC_UY218_.jpg,3.7 out of 5 stars,"₹1,98,490"
179,"(Refurbished) Dell Latitude 5270 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/12.3"" (31.8 cm) HD/Windows 11/MS Office/WiFi/BT/Intel UHD Graphics)",https://m.media-amazon.com/images/I/61SpTGfBHBL._AC_UY218_.jpg,3.1 out of 5 stars,"₹14,389"
180,"HP Laptop 15, 12th Gen i5-1235U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel Iris Xᶱ Graphics, Backlit Keyboard, Dual Speakers, (Win 11 + MSO 2021, Silver, 1.69 kg), 15s-fy5007TU",https://m.media-amazon.com/images/I/61J4Z6I8K0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹48,490"
181,"Dell [Smartchoice] G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg",https://m.media-amazon.com/images/I/71e-hCPWmYL._AC_UY218_.jpg,4.0 out of 5 stars,"₹74,990"
182,"HP 15s 12th Gen Intel Core i5 1235U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (8GB/512 GB/Intel Iris Xᵉ Graphics/Win 11/Dual Speakers/Backlit KB/ 1.69kg/Natural Silver, 15s-fr5010TU",https://m.media-amazon.com/images/I/61f50SyuYBL._AC_UY218_.jpg,3.9 out of 5 stars,"₹48,717"
183,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU",https://m.media-amazon.com/images/I/61HwYJjrLZL._AC_UY218_.jpg,4.0 out of 5 stars,"₹53,990"
184,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN",https://m.media-amazon.com/images/I/71xHNSCyRsL._AC_UY218_.jpg,4.0 out of 5 stars,"₹36,990"
185,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU",https://m.media-amazon.com/images/I/61bRs9lzCKL._AC_UY218_.jpg,3.9 out of 5 stars,"₹37,390"
186,"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)",https://m.media-amazon.com/images/I/51Py6MEOAaL._AC_UY218_.jpg,3.7 out of 5 stars,"₹21,990"
187,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.6"" (39.6cm) FHD 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",https://m.media-amazon.com/images/I/613ccYCmduL._AC_UY218_.jpg,3.3 out of 5 stars,"₹58,390"
188,"HP Laptop 15s, Intel Pentium Silver N6000, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.65 kg), fq3073TU",https://m.media-amazon.com/images/I/61xAgE4S6FL._AC_UY218_.jpg,3.2 out of 5 stars,"₹28,990"
189,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)",https://m.media-amazon.com/images/I/51efwS1H7SL._AC_UY218_.jpg,4.2 out of 5 stars,"₹24,440"
190,"Lenovo IdeaPad Flex 5 12th Gen Intel Core i5-1235U 14""(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Fingerprint/FHD Camera/Alexa/3 mon Game Pass/Grey/1.5Kg), 82R700JJIN",https://m.media-amazon.com/images/I/71Gci5++tFL._AC_UY218_.jpg,4.0 out of 5 stars,"₹62,490"
191,"HP 15s 12th Gen Intel Core i5, 15/6inch (39.6 cm), 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, Backlit Kb, (Win 11 Home, Natural Silver, 1.69kg), fq5202TU / fq5329TU",https://m.media-amazon.com/images/I/619Z6NaVP0L._AC_UY218_.jpg,4.2 out of 5 stars,"₹48,780"
192,"Dell 15 Thin & Light Laptop, Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + MSO '21, 15 Month McAfee, Spill-Resistant Keyboard, Black, 1.66kg",https://m.media-amazon.com/images/I/51yQPG4rftL._AC_UY218_.jpg,3.6 out of 5 stars,"₹47,990"
193,"HP Laptop 14, Intel® Core i3-1215U, 14-inch(35.6 cm), FHD,8GB DDR4,512GB SSD,MSO,Dual Speakers,Win 11,Silver, 1.46 kg,14s-dq5138TU",https://m.media-amazon.com/images/I/618eEFPwsSL._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,999"
194,"ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13th Gen Intel Core i7-13620H, Gaming Laptop (16GB DDR5/512GB SSD/NVIDIA GeForce RTX 4060 /Windows 11//Mecha Gray/2.20 Kg), FX507VV-LP287W",https://m.media-amazon.com/images/I/71ZZ0yHLuYL._AC_UY218_.jpg,4.0 out of 5 stars,"₹1,08,048"
195,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/61C0ewGxKJL._AC_UY218_.jpg,3.6 out of 5 stars,"₹49,990"
196,"Dell [Smartchoice] Inspiron 5430 Thin & Light Laptop, 13th Gen Intel Core i7-1360P/16GB/1TB SSD/14.0"" (35.56cm) FHD+ WVA 250 nits/Backlit KB + FPR/Windows 11 + MSO'21/15 Month McAfee/Silver/1.59kg",https://m.media-amazon.com/images/I/61Z34t7SO5L._AC_UY218_.jpg,3.3 out of 5 stars,"₹80,990"
197,"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core 5 120U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",https://m.media-amazon.com/images/I/71LPoR+xsgL._AC_UY218_.jpg,No Rating,"₹68,618"
198,"HP Pavilion 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1047AU",https://m.media-amazon.com/images/I/71b-6rRCX0L._AC_UY218_.jpg,4.0 out of 5 stars,"₹53,000"
199,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU",https://m.media-amazon.com/images/I/61bRs9lzCKL._AC_UY218_.jpg,3.9 out of 5 stars,"₹37,390"
200,"(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 16 GB Ram & 2TB SSD, 14.1 Inches HD Screen Notebook Computer",https://m.media-amazon.com/images/I/61BeBTB41DL._AC_UY218_.jpg,1.0 out of 5 stars,"₹22,000"
201,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 83BG000PIN",https://m.media-amazon.com/images/I/61t+mAzr1VL._AC_UY218_.jpg,4.0 out of 5 stars,"₹58,991"
202,"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU",https://m.media-amazon.com/images/I/613mSa7c6IL._AC_UY218_.jpg,3.7 out of 5 stars,"₹69,249"
203,"HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Powered, 6GB RTX 4050 GPU,15.6-inch (39.6 cm),FHD, IPS, 144Hz,16GB DDR5, 512GB SSD,300 nits, Win 11, Backlit KB, DTS:X Ultra (MSO,Blue,2.29 kg),fb2114AX",https://m.media-amazon.com/images/I/71U6P7wZPrL._AC_UY218_.jpg,4.3 out of 5 stars,"₹84,990"
204,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS",https://m.media-amazon.com/images/I/71FtdqEC1BL._AC_UY218_.jpg,3.9 out of 5 stars,"₹47,990"
205,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 2050 Graphics/60Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG",https://m.media-amazon.com/images/I/610pMwN1z6L._AC_UY218_.jpg,4.0 out of 5 stars,"₹53,990"
206,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-41, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/61wKPELn55L._AC_UY218_.jpg,3.9 out of 5 stars,"₹33,990"
207,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,8GB DDR4,512GB SSD,Backlit KB,W11+MSO,B&O,9ms response time(P.Blue, 2.29 kg),15-fa1098TX",https://m.media-amazon.com/images/I/71ScaP-WAWL._AC_UY218_.jpg,No Rating,"₹54,480"
208,"HP Pavilion Laptop 15 AMD Ryzen 5 7530U, 15.6-inch(39.6 cm), FHD, Anti-Glare Display (16GB/512 GB/AMD Radeon Graphics/Win 11 Home/Audio by B&O/Backlit KB/ 1.75kg/Natural Silver, 15-eh3039AU",https://m.media-amazon.com/images/I/71s966iGswL._AC_UY218_.jpg,No Rating,"₹56,990"
209,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam",https://m.media-amazon.com/images/I/61xlOv4ZmiL._AC_UY218_.jpg,3.9 out of 5 stars,"₹15,990"
210,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)",https://m.media-amazon.com/images/I/612GVuKmNyL._AC_UY218_.jpg,3.5 out of 5 stars,"₹38,990"
211,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS",https://m.media-amazon.com/images/I/71vs6O-H99L._AC_UY218_.jpg,4.0 out of 5 stars,"₹58,841"
212,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,16GB DDR4,512GB SSD,Backlit KB,MSO,B&O,9ms Response time(Blue, 2.29 kg),fa1373TX/fa1227TX",https://m.media-amazon.com/images/I/71Qo8wRrWhL._AC_UY218_.jpg,4.2 out of 5 stars,"₹65,990"
213,"HP Victus Gaming Laptop, Windows 11 Home, 12Th Gen Intel Core I5-12450H,4Gb RTX 3050 Gpu,15.6-Inch(39.6 Cm),Fhd,IPS,16Gb Ddr4,512Gb Ssd,Backlit Kb,Dual Speakers (Mso, Blue,2.37 Kg),Fa0666Tx/Fa0444Tx",https://m.media-amazon.com/images/I/71XOnGsI3gL._AC_UY218_.jpg,4.1 out of 5 stars,"₹32,990"
214,"Dell 15 Thin & Light Laptop, AMD R3-7320U Processor, 8GB + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Radeon Graphics, Windows 11 + MSO'21, 15 Month McAfee Antivirus, Black, 1.67kg",https://m.media-amazon.com/images/I/51deRvjfulL._AC_UY218_.jpg,4.1 out of 5 stars,"₹24,290"
215,"Lenovo V15 G2 Laptop, 15.6"" FHD Display, DOS, Dual-core Intel Celeron N4500, 8GB RAM, 256GB SSD, Black",https://m.media-amazon.com/images/I/61Zpty9ISYL._AC_UY218_.jpg,3.4 out of 5 stars,"₹1,25,990"
216,"ASUS TUF Gaming A15, 15.6"" FHD 144Hz 250nits, AMD Ryzen 9 8945H Processor, Gaming Laptop (32GB RAM/1TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office Home/Mecha Gray/2.2 Kg), FA507UV-LP137WS",https://m.media-amazon.com/images/I/71AF6L5FRtL._AC_UY218_.jpg,No Rating,"₹54,790"
217,"Dell Vostro 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg",https://m.media-amazon.com/images/I/71rrTTknouL._AC_UY218_.jpg,3.6 out of 5 stars,"₹32,490"
218,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",https://m.media-amazon.com/images/I/71Zy+qaX82L._AC_UY218_.jpg,4.1 out of 5 stars,"₹59,990"
219,"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, Thin & light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU",https://m.media-amazon.com/images/I/51uZN9fRqhL._AC_UY218_.jpg,3.6 out of 5 stars,"₹53,730"
220,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN",https://m.media-amazon.com/images/I/81mgUtc9iKL._AC_UY218_.jpg,3.9 out of 5 stars,"₹69,000"
221,"Lenovo ThinkPad E16 Intel Core i5 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QE00",https://m.media-amazon.com/images/I/41omwbQ1b4L._AC_UY218_.jpg,3.3 out of 5 stars,"₹49,990"
222,"MSI Thin A15, Ryzen 5 7535HS, 40CM FHD 144Hz Gaming Laptop(16GB/512 GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050, GDDR6 4GB/Cosmos Gray/1.86Kg), B7UCX-068IN",https://m.media-amazon.com/images/I/71igHNJUz0L._AC_UY218_.jpg,4.0 out of 5 stars,"₹69,990"
223,"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN",https://m.media-amazon.com/images/I/81tmCrtiRgL._AC_UY218_.jpg,4.0 out of 5 stars,"₹3,66,290"
224,"Dell XPS 9640 Laptop, AI Enabled Intel Core Ultra 9 185H, 32GB LPDDR5X & 1TB SSD, Win 11 + MSO'21, NVIDIA RTX 4060,8 GB GDDR6,16.3"" (41.4cm) UHD+ OLED Touch 400 nits, Backlit KB + FPR,Platinum, 2.13kg",https://m.media-amazon.com/images/I/61MmNc4mRLL._AC_UY218_.jpg,5.0 out of 5 stars,"₹84,990"
225,"Dell New Inspiron 13 Laptop with AI Enabled Intel Core Ultra 5 125H Processor, 16GB LPDDR5X, 512GB SSD,13.3"" (33.78cm) QHD+ AG 300 nits Display, Backlit KB + FPR, Windows 11 + MSO'21, Silver, 1.24kg",https://m.media-amazon.com/images/I/514t1z9hj-L._AC_UY218_.jpg,2.9 out of 5 stars,"₹39,990"
226,"Lenovo V14 Intel Core i5 11th Gen 14"" (35.56cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/MS Office/Iron Grey/1.60 kg), 82KAA01QIH",https://m.media-amazon.com/images/I/51G3Mr-twsL._AC_UY218_.jpg,No Rating,"₹50,990"
227,"ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY040W",https://m.media-amazon.com/images/I/817bs-vUENL._AC_UY218_.jpg,3.6 out of 5 stars,"₹37,990"
228,"Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,Flipped 360 Degree, Windows 11,Intel Core i3-1215U 12th gen, 46.2Wh, 12 GB RAM LPDDR4 512 GB SSD Expandable Upto 1 TB, Backlit Keyboard",https://m.media-amazon.com/images/I/61mBXtH1v8L._AC_UY218_.jpg,3.9 out of 5 stars,"₹29,890"
229,"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Silver/1.38 kg), E1404FA-NK321WS",https://m.media-amazon.com/images/I/610ltAOW9NL._AC_UY218_.jpg,4.2 out of 5 stars,"₹1,04,990"
230,"Lenovo Thinkpad P14s 13th Gen Intel Core i7 14""(35.56 cm) WUXGA IPS 300nits Thin and Light Workstation (16GB/512GB SSD/Win 11 Pro/Backlit/Villi Black/3Y Premier/NVIDIA RTX A500 4GB/1.34Kg), 21HF001FIG",https://m.media-amazon.com/images/I/31ozxddhwhL._AC_UY218_.jpg,4.0 out of 5 stars,"₹34,990"
231,"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/1Yr Warranty/Cloud Grey/1.58Kg), 82VG00ESIN",https://m.media-amazon.com/images/I/71lp7jyyjbL._AC_UY218_.jpg,4.6 out of 5 stars,"₹35,490"
