,titles,images,ratings,prices
308,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00",https://m.media-amazon.com/images/I/617Af4lsBNL._AC_UY218_.jpg,4.0 out of 5 stars,"₹1,74,990"
309,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i9 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4070) PHN16-72 with 40.64 cm (16"") WQXGA Display",https://m.media-amazon.com/images/I/61uAqdpa2ML._AC_UY218_.jpg,4.0 out of 5 stars,"₹81,500"
310,"HP Laptop 15,13th Gen Intel Core i7-1360P,15.6inch(39.6cm) FHD Anti-Glare(16GB RAM/512GB SSD/Intel Iris Xe Graphics/Backlit KB/FHD Camera/FPR/Win 11/MSO 21/Alexa/Natural Silver/1.6 Kg) 15-fd0024TU",https://m.media-amazon.com/images/I/71JyUh7oN5L._AC_UY218_.jpg,No Rating,"₹1,25,990"
311,"MSI Katana 15, Intel Core i9-13900H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-843IN",https://m.media-amazon.com/images/I/61q3Bae9++L._AC_UY218_.jpg,4.5 out of 5 stars,"₹56,990"
312,"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU",https://m.media-amazon.com/images/I/71Xb9pgF57L._AC_UY218_.jpg,3.9 out of 5 stars,"₹24,990"
313,"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel Pentium Gold 7505, Thin and Light Laptop, (8GB RAM/256GB SSD/Intergrated Graphics/Windows 11 Home/Indie Black/1.8 Kg), X1500EA-EJ111WS",https://m.media-amazon.com/images/I/71bPIhxmOLL._AC_UY218_.jpg,5.0 out of 5 stars,"₹84,990"
314,"MSI Katana A15 Ai, AMD Ryzen 7 8845Hs, Built-in Ai, 40Cm Fhd 144Hz Gaming Laptop(16Gb/512Gb Nvme Ssd/Windows 11 Home/Nvidia Geforce RTX 4050, Gddr6 6Gb/Black/2.25Kg), B8Ve-418In",https://m.media-amazon.com/images/I/71DDL0p7n0L._AC_UY218_.jpg,4.6 out of 5 stars,"₹88,490"
315,"Lenovo Legion 5 AMD Ryzen 7 5800H 15.6"" (39.62cm) WQHD IPS Gaming Laptop (16GB/1TB SSD/6GB NVIDIA RTX 3060/165Hz/Windows 11/Office 2021/RGB Backlit/3months Game Pass/Phantom Blue/2.4Kg), 82JU00SYIN",https://m.media-amazon.com/images/I/61P-aGTSCtL._AC_UY218_.jpg,4.5 out of 5 stars,"₹20,989"
316,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Chromebook | WiFi | Bluetooth | Intel Graphics)",https://m.media-amazon.com/images/I/61QnFVS5jML._AC_UY218_.jpg,3.3 out of 5 stars,"₹59,990"
317,"ASUS Vivobook 16X, 16"" (40.64cm) WUXGA 16:10 60 Hz, Intel Core i5-12500H, Creator Laptop (16GB DDR4/512GB SSD/NVIDIA GeForce RTX 2050/Win 11/Office 2021/Indie Black/1.8 Kg), K3605ZF-MBN545WS",https://m.media-amazon.com/images/I/71r2BQ56TkL._AC_UY218_.jpg,3.7 out of 5 stars,"₹61,990"
318,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen, 4th Gen Intel Core i7 -4810MQ/8 GB/512 GB SSD/2000 GB, 2TB, Windows 7 Pro (Brown)",https://m.media-amazon.com/images/I/51d6GRfuBsL._AC_UY218_.jpg,No Rating,"₹42,499"
319,"Acer [Smartchoice] Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/61CC9Mx2+aL._AC_UY218_.jpg,3.9 out of 5 stars,"₹22,990"
320,"(Refurbished) Lenovo V15 G3 (82TTA01EIN) Laptop (Intel Core i3-1215U/ 8GB RAM/ 512GB SSD/DOS/ 15.6"" FHD), Iron Grey",https://m.media-amazon.com/images/I/51MyGOjjt8L._AC_UY218_.jpg,3.2 out of 5 stars,"₹1,89,990"
321,"Apple 2023 MacBook Pro (14-inch, M3 Pro chip with 11‑core CPU and 14‑core GPU, 18GB Unified Memory, 512GB) - Space Black",https://m.media-amazon.com/images/I/61RJn0ofUsL._AC_UY218_.jpg,4.4 out of 5 stars,"₹48,990"
322,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX706HF-HX018W",https://m.media-amazon.com/images/I/816M6yAx34L._AC_UY218_.jpg,3.9 out of 5 stars,"₹31,600"
323,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, Thin & Light Laptop, 14-inch (35.56 cm) FHD, (8GB RAM /512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS",https://m.media-amazon.com/images/I/71r6EsjoLyL._AC_UY218_.jpg,4.0 out of 5 stars,"₹90,990"
324,"Apple 2022 MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",https://m.media-amazon.com/images/I/719C6bJv8jL._AC_UY218_.jpg,4.6 out of 5 stars,"₹1,04,990"
325,"ASUS Vivobook S 15, 3K OLED 16:9, 120Hz, 600 nits, Snapdragon X Plus X1P 42 100, 3.4GHz, Qualcomm Adreno GPU (16GB RAM/1TB SSD/Win 11/Office Home/70WHr Battery/Cool Silver/1.42 Kg), S5507QA-MA551WS",https://m.media-amazon.com/images/I/711rZl5NojL._AC_UY218_.jpg,No Rating,"₹15,199"
326,"HP Chromebook 11 G9 EE 11.6"" Touchscreen Chromebook - HD - 1366 x 768 - Intel Celeron N4500 Dual-core (2 Core) - 4 GB RAM - 32 GB Flash Memory",https://m.media-amazon.com/images/I/61KUIjmfe7L._AC_UY218_.jpg,4.0 out of 5 stars,"₹1,40,990"
327,"Samsung Galaxy Book3 Pro Intel 13th Gen i7 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/1 TB SSD/Windows 11/MS Office/Graphite/1.17Kg), NP940XFG-KC5IN",https://m.media-amazon.com/images/I/71Dh450OVpL._AC_UY218_.jpg,3.6 out of 5 stars,"₹57,980"
328,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Alexa Built-in/3 Month Game Pass/Grey/1.62Kg), 83EM0023IN",https://m.media-amazon.com/images/I/61RK2zd3-0L._AC_UY218_.jpg,3.9 out of 5 stars,"₹61,990"
329,"Dell Inspiron 5430 13th Gen Laptop, Intel Core i5-1335U Processor/16GB/ 512GB SSD/14.0"" (35.56cm) FHD+/Backlit KB + FPR/Windows 11 + MSO'2/McAfee 15 Months/Thunderbolt 4.0 ​Port/Thin & Light-1.59kg",https://m.media-amazon.com/images/I/51XYWuuCjlL._AC_UY218_.jpg,4.0 out of 5 stars,"₹33,990"
330,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-41, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/61wKPELn55L._AC_UY218_.jpg,3.9 out of 5 stars,"₹32,980"
331,"Lenovo IdeaPad Slim 3 AMD Ryzen 3 7320U 15.6 inch (39.6cm) FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008DIN",https://m.media-amazon.com/images/I/71WXtdqjdLL._AC_UY218_.jpg,3.7 out of 5 stars,"₹61,490"
332,"Lenovo LOQ Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Month Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS008VIN",https://m.media-amazon.com/images/I/81zdgqyLRWL._AC_UY218_.jpg,3.2 out of 5 stars,"₹38,990"
333,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ323WS",https://m.media-amazon.com/images/I/71haoGWFn8L._AC_UY218_.jpg,4.0 out of 5 stars,"₹1,02,990"
334,"ASUS Vivobook S 16 OLED (2024), 16 ""(40.64cm) 3.2K OLED 16:10 120Hz, Intel Core Ultra 5 125H, Thin and Light Laptop (16GB LPDDR5X/1TB SSD/Intel Arc Graphics/Win11/Mist Blue/1.50 Kg), S5606MA-MX551WS",https://m.media-amazon.com/images/I/71E+LiCCHZL._AC_UY218_.jpg,4.0 out of 5 stars,"₹1,16,479"
335,"ASUS Vivobook S 16 OLED (2024), Intel Core Ultra 7 155H, Built-in AI, 16"" 3.2K (40.64cm), 3200 x 2000 120Hz, (16GB/1TB SSD/Win 11/Intel Arc Graphics/MS Office 2021/Mist Blue/1.50Kg), S5606MA-MX751WS",https://m.media-amazon.com/images/I/71aad092LNL._AC_UY218_.jpg,4.0 out of 5 stars,"₹67,990"
336,"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1690IN",https://m.media-amazon.com/images/I/71Ie8YsWrFL._AC_UY218_.jpg,4.5 out of 5 stars,"₹40,790"
337,"(Refurbished) Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5500H 15.6"" (39.62cm) FHD IPS 300nits 144Hz Gaming Laptop (8GB/512GB SSD/Windows 11/NVIDIA RTX 2050 4GB/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82K20289IN",https://m.media-amazon.com/images/I/61PeZXpc5-L._AC_UY218_.jpg,3.8 out of 5 stars,"₹1,10,990"
338,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/MSO 21/1Yr ADP Free/3mon Game Pass/Grey/2.4Kg), 83DV00LXIN",https://m.media-amazon.com/images/I/8149ThY8zAL._AC_UY218_.jpg,3.6 out of 5 stars,"₹40,490"
339,"realme Book(Slim) Evo Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop (14 inch, Real Gray, 1.38 kg, with MS Office) - Free upgrade to Windows 11 Home",https://m.media-amazon.com/images/I/41dzwWwz5bL._AC_UY218_.jpg,3.3 out of 5 stars,"₹77,990"
340,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /32 GB/256 GB SSD/2000GB17 Inches Screen (2TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/61BVsCGR9+L._AC_UY218_.jpg,No Rating,"₹68,990"
341,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /16 GB/120 GB SSD/4000GB17 Inches Screen (4TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/51d6GRfuBsL._AC_UY218_.jpg,No Rating,"₹59,990"
342,"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UCX-1694IN",https://m.media-amazon.com/images/I/71W7yVCqsWL._AC_UY218_.jpg,3.6 out of 5 stars,"₹81,990"
343,"HP Pavilion Plus, Enhanced by AI, Intel Core Ultra 5 125H, 14-inch, WQXGA, 16GB LPDDR5x, 512GB SSD, Intel Arc Graphics, 5MP IR Camera/w Privacy Shutter, Backlit KB (Win 11, Silver, 1.44 kg) ew1074TU",https://m.media-amazon.com/images/I/71QBkYXr7HL._AC_UY218_.jpg,3.5 out of 5 stars,"₹61,990"
344,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Icelight Silver/Windows 11/ Office 2021),1.7 Kg, X1502ZA-EJ745WS",https://m.media-amazon.com/images/I/711Qq-RvDwL._AC_UY218_.jpg,3.7 out of 5 stars,"₹43,990"
345,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Backlit Keyboard, Steel Gray, 1.59KG",https://m.media-amazon.com/images/I/61AfgzzobiL._AC_UY218_.jpg,4.5 out of 5 stars,"₹69,990"
346,"Dell Inspiron 5440 Laptop, Intel Core 7 150U Processor, 16GB DDR5 + 1TB SSD, 14"" (35.62cm) FHD+AG NonTouch 250nits WVA Display, Backlit KB + FPR, Win 11 + MSO'21 + 15 Month McAfee, Ice Blue, 1.54kg",https://m.media-amazon.com/images/I/61fe0wSm+tL._AC_UY218_.jpg,5.0 out of 5 stars,"₹38,990"
347,"Lenovo ThinkBook 16 Intel 13th Gen Core i3 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/Office 2021/Arctic Grey/1.7 Kg), 21KHA0J5IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,3.9 out of 5 stars,"₹1,43,790"
348,"Acer Predator Helios 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PH16-71, (16"") WQXGA Display",https://m.media-amazon.com/images/I/51MfOw+lbEL._AC_UY218_.jpg,4.0 out of 5 stars,"₹17,000"
349,(Renewed) Lenovo ThinkPad 14 inches/35.56 cm HD Laptop - Intel Core i5 6th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/WiFi/BT/Cardreader/Pan India Warranty/Integrated Graphics,https://m.media-amazon.com/images/I/51OKVljVlsS._AC_UY218_.jpg,4.0 out of 5 stars,"₹29,990"
350,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/71czGb00k5L._AC_UY218_.jpg,4.0 out of 5 stars,"₹67,990"
351,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /16 GB/512 GB SSD/2000GB17 Inches Screen (2TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/61Wzx-T2b7L._AC_UY218_.jpg,No Rating,"₹34,990"
352,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG",https://m.media-amazon.com/images/I/513p8BwV-RL._AC_UY218_.jpg,3.9 out of 5 stars,"₹79,990"
353,"MSI Cyborg 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-070IN",https://m.media-amazon.com/images/I/61U9FnQX3xL._AC_UY218_.jpg,4.4 out of 5 stars,"₹43,990"
354,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Backlit Keyboard, Steel Gray, 1.59KG",https://m.media-amazon.com/images/I/61AfgzzobiL._AC_UY218_.jpg,4.5 out of 5 stars,"₹69,990"
355,"Dell Inspiron 5440 Laptop, Intel Core 7 150U Processor, 16GB DDR5 + 1TB SSD, 14"" (35.62cm) FHD+AG NonTouch 250nits WVA Display, Backlit KB + FPR, Win 11 + MSO'21 + 15 Month McAfee, Ice Blue, 1.54kg",https://m.media-amazon.com/images/I/61fe0wSm+tL._AC_UY218_.jpg,5.0 out of 5 stars,"₹38,990"
356,"Lenovo ThinkBook 16 Intel 13th Gen Core i3 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/Office 2021/Arctic Grey/1.7 Kg), 21KHA0J5IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,3.9 out of 5 stars,"₹1,43,790"
357,"Acer Predator Helios 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PH16-71, (16"") WQXGA Display",https://m.media-amazon.com/images/I/51MfOw+lbEL._AC_UY218_.jpg,4.0 out of 5 stars,"₹17,000"
358,(Renewed) Lenovo ThinkPad 14 inches/35.56 cm HD Laptop - Intel Core i5 6th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/WiFi/BT/Cardreader/Pan India Warranty/Integrated Graphics,https://m.media-amazon.com/images/I/51OKVljVlsS._AC_UY218_.jpg,4.0 out of 5 stars,"₹18,500"
359,"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)",https://m.media-amazon.com/images/I/51ndwE+d8OL._AC_UY218_.jpg,3.7 out of 5 stars,"₹55,490"
360,"HP Laptop 15, Intel® Core i5-1334U,15.6-inch(39.6 cm),FHD,16GB DDR4,512GB SSD,Dual Speakers,(Windows 11, MSO,Natural Silver, 1.59 kg),15-fd0316TU",https://m.media-amazon.com/images/I/51GMd4x98QL._AC_UY218_.jpg,3.9 out of 5 stars,"₹1,04,990"
361,"ASUS ROG Zephyrus G14, 14-inch (35.56 cms) WQHD 120Hz, AMD Ryzen 9 5900HS, RTX 3050 Ti 4GB Graphics, Gaming Laptop (16GB/1TB SSD/Windows 10/Office 2019/White/AniMe Matrix/1.7 kg), GA401QE-K2165TS",https://m.media-amazon.com/images/I/81Nwu5Hp0jS._AC_UY218_.jpg,4.0 out of 5 stars,"₹76,990"
362,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /32 GB/256 GB SSD/1000GB17 Inches Screen (1TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/61BVsCGR9+L._AC_UY218_.jpg,No Rating,"₹59,990"
363,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /4 GB/120 GB SSD/4000GB17 Inches Screen (4TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/51d6GRfuBsL._AC_UY218_.jpg,No Rating,"₹47,980"
364,"ASUS TUF Gaming F15 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.30 kg),FX506HF-HN075W",https://m.media-amazon.com/images/I/816M6yAx34L._AC_UY218_.jpg,3.6 out of 5 stars,"₹15,880"
365,"Primebook S 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/128GB eMMC Storage, Black)",https://m.media-amazon.com/images/I/7195d5bFJ6L._AC_UY218_.jpg,4.5 out of 5 stars,"₹32,830"
366,"ASUS Vivobook Go 15 (2023), Intel Core i3-N305, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit KB/Silver/1.63 kg), E1504GA-NJ321WS",https://m.media-amazon.com/images/I/71GbvoTwsQL._AC_UY218_.jpg,4.1 out of 5 stars,"₹27,521"
367,(Refurbished) Dell Latitude 7480 14in FHD Laptop PC - Intel Core i7-6600U 2.6GHz 16GB 512GB SSD Windows 10 Professional,https://m.media-amazon.com/images/I/717zxQAOCuL._AC_UY218_.jpg,3.9 out of 5 stars,"₹38,450"
368,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6 inch (39.6cm) FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70033IN",https://m.media-amazon.com/images/I/81Be1f26lVL._AC_UY218_.jpg,3.5 out of 5 stars,"₹39,780"
369,"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, Thin & Light, AMD Radeon Graphics, Backlit KB, Dual Speakers (Win 11, MSO 2021, Silver, 1.59 kg), fc0028AU",https://m.media-amazon.com/images/I/61mJPUi1TeL._AC_UY218_.jpg,3.8 out of 5 stars,"₹55,990"
370,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + Mso'21 & 15 Month McAfee, Silver, Thin & Light- 1.62kg",https://m.media-amazon.com/images/I/71tSrDl1TaL._AC_UY218_.jpg,3.7 out of 5 stars,"₹54,990"
371,"MSI Thin 15, Intel 12th Gen. Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UC-1692IN",https://m.media-amazon.com/images/I/71VG3azYMjL._AC_UY218_.jpg,4.4 out of 5 stars,"₹43,990"
372,"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN",https://m.media-amazon.com/images/I/81HjpnnUJpL._AC_UY218_.jpg,3.7 out of 5 stars,"₹48,490"
373,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey, 1.69kg",https://m.media-amazon.com/images/I/81z8lpuKGHL._AC_UY218_.jpg,3.8 out of 5 stars,"₹54,990"
374,"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 2050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZF-RP258WS",https://m.media-amazon.com/images/I/71qH1ykbQSL._AC_UY218_.jpg,No Rating,"₹59,990"
375,"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 3050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZC-RP587WS",https://m.media-amazon.com/images/I/71XrYrjq1oL._AC_UY218_.jpg,No Rating,"₹1,80,990"
376,"MSI Pulse 16 AI, Intel Core Ultra 9 185H,Built-in AI, 41CM 16:10 QHD+ 240Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, Core Black/2.8Kg), C1VGKG-028IN",https://m.media-amazon.com/images/I/717BS4eSaDL._AC_UY218_.jpg,No Rating,"₹24,990"
377,"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel Pentium Gold 7505, Thin and Light Laptop, (8GB RAM/256GB SSD/Intergrated Graphics/Windows 11 Home/Indie Black/1.8 Kg), X1500EA-EJ111WS",https://m.media-amazon.com/images/I/71bPIhxmOLL._AC_UY218_.jpg,5.0 out of 5 stars,"₹40,490"
378,"realme Book(Slim) Evo Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop (14 inch, Real Gray, 1.38 kg, with MS Office) - Free upgrade to Windows 11 Home",https://m.media-amazon.com/images/I/41dzwWwz5bL._AC_UY218_.jpg,3.3 out of 5 stars,"₹44,980"
379,"Lenovo V15 Gen 3 Laptop, 15.6"" FHD Anti-Glare Display, Intel Core i5 12th Gen (1235U), 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi, Windows 11, MS-Office, Black, 1.5kg 1 Year Brand Warranty",https://m.media-amazon.com/images/I/61xUKwG3oxL._AC_UY218_.jpg,No Rating,"₹54,480"
380,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,8GB DDR4,512GB SSD,Backlit KB,W11+MSO,B&O,9ms response time(P.Blue, 2.29 kg),15-fa1098TX",https://m.media-amazon.com/images/I/71ScaP-WAWL._AC_UY218_.jpg,No Rating,"₹36,990"
381,"Dell Inspiron 3520 Laptop, Intel Core i3-1215U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Silver, Thin & Light-1.65kg",https://m.media-amazon.com/images/I/615nF-vitTL._AC_UY218_.jpg,3.7 out of 5 stars,"₹39,990"
382,"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 SL/Iron Grey/1.65 Kg), Grey",https://m.media-amazon.com/images/I/41U0mEisocL._AC_UY218_.jpg,No Rating,"₹69,990"
383,"MSI Thin 15, Intel 13th Gen. Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1804IN",https://m.media-amazon.com/images/I/71Ie8YsWrFL._AC_UY218_.jpg,4.6 out of 5 stars,"₹63,777"
384,"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UCX-1693IN",https://m.media-amazon.com/images/I/71W7yVCqsWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,24,990"
385,"Lenovo IdeaPad Pro 5 Intel Core Ultra 7 155H Built-in AI 16"" (40.6cm) 2K OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVIDIA RTX 3050 6GB/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/Grey/1.9Kg), 83D4002NIN",https://m.media-amazon.com/images/I/61qM3WPsgZL._AC_UY218_.jpg,4.5 out of 5 stars,"₹34,990"
